title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
In vitro and ex vivo testing of tenofovir shows it is effective as an HIV-1 microbicide.,https://doi.org/10.1371/journal.pone.0009310,20174579,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.62, Weighted sum of stars: 1.0,Good,29-Mar-10,Rohan LC et al.,Confirmation,
The vitamin D receptor is a Wnt effector that controls hair follicle differentiation and specifies tumor type in adult epidermis.,https://doi.org/10.1371/journal.pone.0001483,18213391,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.95, Weighted sum of stars: 2.0,Very Good,10-Apr-08,Pálmer HG et al.,New Finding,
Retention of memory through metamorphosis: can a moth remember what it learned as a caterpillar?,https://doi.org/10.1371/journal.pone.0001736,18320055,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.44, Weighted sum of stars: 1.0,Good,9-Apr-08,Blackiston DJ et al.,New Finding,
The airborne metagenome in an indoor urban environment.,https://doi.org/10.1371/journal.pone.0001862,18382653,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.28, Weighted sum of stars: 1.0,Good,8-Apr-08,Tringe SG et al.,New Finding,
A ribosomal S-6 kinase-mediated signal to C/EBP-beta is critical for the development of liver fibrosis.,https://doi.org/10.1371/journal.pone.0001372,18159255,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.78, Weighted sum of stars: 1.0,Good,27-Mar-08,"Buck M, Chojkier M",Confirmation,
Mouse ribosomal RNA genes contain multiple differentially regulated variants.,https://doi.org/10.1371/journal.pone.0001843,18365001,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.81, Weighted sum of stars: 1.0,Good,26-Mar-08,Tseng H et al.,New Finding,
Baselines and degradation of coral reefs in the Northern Line Islands.,https://doi.org/10.1371/journal.pone.0001548,18301734,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.61, Weighted sum of stars: 4.0,Exceptional,19-Mar-08,Sandin SA et al.,Confirmation,
Baselines and degradation of coral reefs in the Northern Line Islands.,https://doi.org/10.1371/journal.pone.0001548,18301734,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.61, Weighted sum of stars: 4.0,Exceptional,19-Mar-08,Sandin SA et al.,Interesting Hypothesis,
Baselines and degradation of coral reefs in the Northern Line Islands.,https://doi.org/10.1371/journal.pone.0001548,18301734,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.61, Weighted sum of stars: 4.0,Exceptional,19-Mar-08,Sandin SA et al.,New Finding,
Baselines and degradation of coral reefs in the Northern Line Islands.,https://doi.org/10.1371/journal.pone.0001548,18301734,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.61, Weighted sum of stars: 4.0,Exceptional,19-Mar-08,Sandin SA et al.,Technical Advance,
Mining predicted essential genes of Brugia malayi for nematode drug targets.,https://doi.org/10.1371/journal.pone.0001189,18000556,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,23-Nov-07,Kumar S et al.,Interesting Hypothesis,
Mining predicted essential genes of Brugia malayi for nematode drug targets.,https://doi.org/10.1371/journal.pone.0001189,18000556,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,23-Nov-07,Kumar S et al.,New Finding,
Mining predicted essential genes of Brugia malayi for nematode drug targets.,https://doi.org/10.1371/journal.pone.0001189,18000556,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,23-Nov-07,Kumar S et al.,Novel Drug Target,
Mining predicted essential genes of Brugia malayi for nematode drug targets.,https://doi.org/10.1371/journal.pone.0001189,18000556,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,23-Nov-07,Kumar S et al.,Technical Advance,
Differential requirements for MCM proteins in DNA replication in Drosophila S2 cells.,https://doi.org/10.1371/journal.pone.0000833,17786205,,,,,,Crevel G et al.,Confirmation,
Differential requirements for MCM proteins in DNA replication in Drosophila S2 cells.,https://doi.org/10.1371/journal.pone.0000833,17786205,,,,,,Crevel G et al.,New Finding,
"Metagenomics of the deep Mediterranean, a warm bathypelagic habitat.",https://doi.org/10.1371/journal.pone.0000914,17878949,,,,,,Martín-Cuadrado AB et al.,,
Recognition of HIV-1 peptides by host CTL is related to HIV-1 similarity to human proteins.,https://doi.org/10.1371/journal.pone.0000823,17786195,,,,,,Rolland M et al.,,
Metabolic changes in vitamin D receptor knockout mice.,https://doi.org/10.1371/journal.pone.0267573,35714079,Score 4.6,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 1.0",,Good,1-Jul-22,Lau SL et al.,Confirmation,
Nicotine dependence and quitting stages of smokers in Nepal: A community based cross-sectional study.,https://doi.org/10.1371/journal.pone.0266661,35395045,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,13-May-22,Timilsina JK et al.,Confirmation,
In vivo interferon-gamma induced changes in gene expression dramatically alter neutrophil phenotype.,https://doi.org/10.1371/journal.pone.0263370,35113934,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.07,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,26-Apr-22,Ambruso DR et al.,Confirmation,
Chromosome splitting of Plasmodium berghei using the CRISPR/Cas9 system.,https://doi.org/10.1371/journal.pone.0260176,35202423,Score 4.6,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 1.0",,Good,21-Apr-22,Addo-Gyan D et al.,Good for Teaching,
Chromosome splitting of Plasmodium berghei using the CRISPR/Cas9 system.,https://doi.org/10.1371/journal.pone.0260176,35202423,Score 4.6,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 1.0",,Good,21-Apr-22,Addo-Gyan D et al.,Technical Advance,
DNA barcoding of the National Museum of Natural History reptile tissue holdings raises concerns about the use of natural history collections and the responsibilities of scientists in the molecular age.,https://doi.org/10.1371/journal.pone.0264930,35245325,Score 4.8,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.87,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 1.0",Good,12-Apr-22,Mulcahy DG et al.,Good for Teaching,
Pathologic properties of SOD3 variant R213G in the cardiovascular system through the altered neutrophils function.,https://doi.org/10.1371/journal.pone.0227449,32004354,,,,,,Kwon MJ et al.,New Finding,
Pathologic properties of SOD3 variant R213G in the cardiovascular system through the altered neutrophils function.,https://doi.org/10.1371/journal.pone.0227449,32004354,Score 4.6,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.34,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 1.0",Good,15-Nov-21,Kwon MJ et al.,New Finding,
Impact of acute kidney injury on graft outcomes of deceased donor kidney transplantation: A nationwide registry-based matched cohort study in Korea.,https://doi.org/10.1371/journal.pone.0260076,34788335,Score 9.2,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.71,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,16-Mar-22,Ha J et al.,Good for Teaching,
Associations between early postoperative pain outcome measures and late functional outcomes in patients after knee arthroplasty.,https://doi.org/10.1371/journal.pone.0253147,34320012,,,,,,Dubljanin Raspopović E et al.,Confirmation,
Associations between early postoperative pain outcome measures and late functional outcomes in patients after knee arthroplasty.,https://doi.org/10.1371/journal.pone.0253147,34320012,,,,,,Dubljanin Raspopović E et al.,Good for Teaching,
The clinicopathological and prognostic value of the pretreatment neutrophil-to-lymphocyte ratio in small cell lung cancer: A meta-analysis.,https://doi.org/10.1371/journal.pone.0230979,32241019,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.6, Weighted sum of stars: 2.0,Very Good,3-May-20,Lu Y et al.,Confirmation,
The clinicopathological and prognostic value of the pretreatment neutrophil-to-lymphocyte ratio in small cell lung cancer: A meta-analysis.,https://doi.org/10.1371/journal.pone.0230979,32241019,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.6, Weighted sum of stars: 2.0,Very Good,3-May-20,Lu Y et al.,New Finding,
"Cardiovascular disease risk prediction using automated machine learning: A prospective study of 423,604 UK Biobank participants.",https://doi.org/10.1371/journal.pone.0213653,31091238,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.65, Weighted sum of stars: 2.0,Very Good,29-Apr-20,Alaa AM et al.,New Finding,
"Cardiovascular disease risk prediction using automated machine learning: A prospective study of 423,604 UK Biobank participants.",https://doi.org/10.1371/journal.pone.0213653,31091238,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.65, Weighted sum of stars: 2.0,Very Good,29-Apr-20,Alaa AM et al.,Technical Advance,
Limited indirect effects of an infant pneumococcal vaccination program in an aging population.,https://doi.org/10.1371/journal.pone.0220453,31369597,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.77, Weighted sum of stars: 1.0,Good,28-Apr-20,van der Linden M et al.,Good for Teaching,
Limited indirect effects of an infant pneumococcal vaccination program in an aging population.,https://doi.org/10.1371/journal.pone.0220453,31369597,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.77, Weighted sum of stars: 1.0,Good,28-Apr-20,van der Linden M et al.,New Finding,
"The green rice leafhopper, Nephotettix cincticeps (Hemiptera: Cicadellidae), salivary protein NcSP75 is a key effector for successful phloem ingestion.",https://doi.org/10.1371/journal.pone.0202492,30183736,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.59, Weighted sum of stars: 1.0,Good,11-Mar-20,"Matsumoto Y, Hattori M",New Finding,
Comparison of IL-33 and IL-5 family mediated activation of human eosinophils.,https://doi.org/10.1371/journal.pone.0217807,31490928,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 3.0,Very Good,16-Sep-19,Angulo EL et al.,New Finding,
A plant-derived VLP influenza vaccine elicits a balanced immune response even in very old mice with co-morbidities.,https://doi.org/10.1371/journal.pone.0210009,30629622,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.08, Weighted sum of stars: 1.0,Good,20-Apr-20,Hodgins B et al.,New Finding,
Prognostic value of SUVmax on 18F-fluorodeoxyglucose PET/CT scan in patients with malignant pleural mesothelioma.,https://doi.org/10.1371/journal.pone.0229299,32069313,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.16, Weighted sum of stars: 1.0,Good,2-Mar-20,Lim JH et al.,Technical Advance,
Validation of a modified Berger HIV stigma scale for use among patients with hepatitis C virus (HCV) infection.,https://doi.org/10.1371/journal.pone.0228471,32023310,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 2.0,Very Good,24-Feb-20,Saine ME et al.,New Finding,
A plant-derived VLP influenza vaccine elicits a balanced immune response even in very old mice with co-morbidities.,https://doi.org/10.1371/journal.pone.0210009,30629622,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.08, Weighted sum of stars: 1.0,Good,20-Apr-20,Hodgins B et al.,Technical Advance,
"Biomarkers associated with low, moderate, and high vastus lateralis muscle hypertrophy following 12 weeks of resistance training.",https://doi.org/10.1371/journal.pone.0195203,29621305,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.15, Weighted sum of stars: 1.0,Good,17-Feb-20,Mobley CB et al.,New Finding,
Binge-like sucrose consumption reduces the dendritic length and complexity of principal neurons in the adolescent rat basolateral amygdala.,https://doi.org/10.1371/journal.pone.0183063,28813474,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.46, Weighted sum of stars: 2.0,Very Good,12-Feb-20,Shariff M et al.,Interesting Hypothesis,
"Combination COX-2 inhibitor and metformin attenuate rate of joint replacement in osteoarthritis with diabetes: A nationwide, retrospective, matched-cohort study in Taiwan.",https://doi.org/10.1371/journal.pone.0191242,29385156,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.96, Weighted sum of stars: 1.0,Good,19-Apr-20,Lu CH et al.,New Finding,
Binge-like sucrose consumption reduces the dendritic length and complexity of principal neurons in the adolescent rat basolateral amygdala.,https://doi.org/10.1371/journal.pone.0183063,28813474,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.46, Weighted sum of stars: 2.0,Very Good,12-Feb-20,Shariff M et al.,New Finding,
Molecular characterization of pulmonary defenses against bacterial invasion in allergic asthma: The role of Foxa2 in regulation of β-defensin 1.,https://doi.org/10.1371/journal.pone.0226517,31881038,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 1.0,Good,9-Feb-20,Wei C et al.,Interesting Hypothesis,
Molecular characterization of pulmonary defenses against bacterial invasion in allergic asthma: The role of Foxa2 in regulation of β-defensin 1.,https://doi.org/10.1371/journal.pone.0226517,31881038,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 1.0,Good,9-Feb-20,Wei C et al.,New Finding,
Human osteocyte expression of Nerve Growth Factor: The effect of Pentosan Polysulphate Sodium (PPS) and implications for pain associated with knee osteoarthritis.,https://doi.org/10.1371/journal.pone.0222602,31557169,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.18, Weighted sum of stars: 1.0,Good,19-Apr-20,Stapledon CJM et al.,New Finding,
"Coral restoration - A systematic review of current methods, successes, failures and future directions.",https://doi.org/10.1371/journal.pone.0226631,31999709,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.06, Weighted sum of stars: 1.0,Good,5-Feb-20,Boström-Einarsson L et al.,Good for Teaching,
Differential effects of synthetic psychoactive cathinones and amphetamine stimulants on the gut microbiome in mice.,https://doi.org/10.1371/journal.pone.0227774,31978078,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.44, Weighted sum of stars: 4.0,Exceptional,5-Feb-20,Angoa-Pérez M et al.,Interesting Hypothesis,
Exploring the cross talk between ER stress and inflammation in age-related macular degeneration.,https://doi.org/10.1371/journal.pone.0181667,28742151,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.68, Weighted sum of stars: 1.0,Good,14-Apr-20,Kheitan S et al.,New Finding,
Differential effects of synthetic psychoactive cathinones and amphetamine stimulants on the gut microbiome in mice.,https://doi.org/10.1371/journal.pone.0227774,31978078,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.44, Weighted sum of stars: 4.0,Exceptional,5-Feb-20,Angoa-Pérez M et al.,New Finding,
Global smoking trends in inflammatory bowel disease: A systematic review of inception cohorts.,https://doi.org/10.1371/journal.pone.0221961,31545811,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 1.0,Good,14-Apr-20,Thomas T et al.,New Finding,
Public awareness of acetaminophen and risks of drug induced liver injury: Results of a large outpatient clinic survey.,https://doi.org/10.1371/journal.pone.0229070,32130228,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 2.0,Very Good,18-Mar-20,Mitchell RA et al.,Confirmation,
Public awareness of acetaminophen and risks of drug induced liver injury: Results of a large outpatient clinic survey.,https://doi.org/10.1371/journal.pone.0229070,32130228,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 2.0,Very Good,18-Mar-20,Mitchell RA et al.,Good for Teaching,
Comparative analysis of mutational robustness of the intrinsically disordered viral protein VPg and of its interactor eIF4E.,https://doi.org/10.1371/journal.pone.0211725,30763345,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 1.0,Good,4-Feb-20,Walter J et al.,New Finding,
"Alcohol-related changes in the intestinal microbiome influence neutrophil infiltration, inflammation and steatosis in early alcoholic hepatitis in mice.",https://doi.org/10.1371/journal.pone.0174544,28350851,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.46, Weighted sum of stars: 1.0,Good,4-Feb-20,Lowe PP et al.,New Finding,
GTS-21 has cell-specific anti-inflammatory effects independent of α7 nicotinic acetylcholine receptors.,https://doi.org/10.1371/journal.pone.0214942,30947238,,,,,,"Garg BK, Loring RH",Interesting Hypothesis,
GTS-21 has cell-specific anti-inflammatory effects independent of α7 nicotinic acetylcholine receptors.,https://doi.org/10.1371/journal.pone.0214942,30947238,,,,,,"Garg BK, Loring RH",Novel Drug Target,
A murine glaucoma model induced by rapid in vivo photopolymerization of hyaluronic acid glycidyl methacrylate.,https://doi.org/10.1371/journal.pone.0196529,29949582,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,9-May-19,Guo C et al.,Good for Teaching,
A murine glaucoma model induced by rapid in vivo photopolymerization of hyaluronic acid glycidyl methacrylate.,https://doi.org/10.1371/journal.pone.0196529,29949582,Score 9.3,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Very Good,9-May-19,Guo C et al.,Technical Advance,
Impact of diabetes and smoking on mortality in tuberculosis.,https://doi.org/10.1371/journal.pone.0058044,23469139,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.63, Weighted sum of stars: 1.0,Good,28-Jun-18,Reed GW et al.,New Finding,
"Men, women…who cares? A population-based study on sex differences and gender roles in empathy and moral cognition.",https://doi.org/10.1371/journal.pone.0179336,28632770,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.43, Weighted sum of stars: 5.0,Good,12-Jun-18,Baez S et al.,Confirmation,
"Men, women…who cares? A population-based study on sex differences and gender roles in empathy and moral cognition.",https://doi.org/10.1371/journal.pone.0179336,28632770,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.43, Weighted sum of stars: 5.0,Good,12-Jun-18,Baez S et al.,Negative / Null Results,
"Men, women…who cares? A population-based study on sex differences and gender roles in empathy and moral cognition.",https://doi.org/10.1371/journal.pone.0179336,28632770,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.43, Weighted sum of stars: 5.0,Good,12-Jun-18,Baez S et al.,New Finding,
"Men, women…who cares? A population-based study on sex differences and gender roles in empathy and moral cognition.",https://doi.org/10.1371/journal.pone.0179336,28632770,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.43, Weighted sum of stars: 5.0,Good,12-Jun-18,Baez S et al.,Refutation,
The Impact of Exercise on Statin-Associated Skeletal Muscle Myopathy.,https://doi.org/10.1371/journal.pone.0168065,27936249,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.21, Weighted sum of stars: 2.0,Very Good,25-Jun-18,Chung HR et al.,Confirmation,
The Impact of Exercise on Statin-Associated Skeletal Muscle Myopathy.,https://doi.org/10.1371/journal.pone.0168065,27936249,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.21, Weighted sum of stars: 2.0,Very Good,25-Jun-18,Chung HR et al.,New Finding,
Urgent endoscopic retrograde cholangiopancreatography is not superior to early ERCP in acute biliary pancreatitis with biliary obstruction without cholangitis.,https://doi.org/10.1371/journal.pone.0190835,29401491,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 1.0,Good,19-Jun-18,Lee HS et al.,New Finding,
Complement-mediated virus infectivity neutralisation by HLA antibodies is associated with sterilising immunity to SIV challenge in the macaque model for HIV/AIDS.,https://doi.org/10.1371/journal.pone.0088735,24551145,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.29, Weighted sum of stars: 1.0,Good,17-Jun-18,Page M et al.,New Finding,
Dermal γδ T Cells Do Not Freely Re-Circulate Out of Skin and Produce IL-17 to Promote Neutrophil Infiltration during Primary Contact Hypersensitivity.,https://doi.org/10.1371/journal.pone.0169397,28081153,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.33, Weighted sum of stars: 1.0,Good,17-Jun-18,Jiang X et al.,New Finding,
Long-term changes in the planktonic cnidarian community in a mesoscale area of the NW Mediterranean.,https://doi.org/10.1371/journal.pone.0196431,29715282,,,,,,Guerrero E et al.,Confirmation,
Long-term changes in the planktonic cnidarian community in a mesoscale area of the NW Mediterranean.,https://doi.org/10.1371/journal.pone.0196431,29715282,,,,,,Guerrero E et al.,Controversial,
Rapid and efficient genetic engineering of both wild type and axenic strains of Dictyostelium discoideum.,https://doi.org/10.1371/journal.pone.0196809,29847546,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 2.0,Very Good,11-Jun-18,Paschke P et al.,Technical Advance,
A total pleural covering for lymphangioleiomyomatosis prevents pneumothorax recurrence.,https://doi.org/10.1371/journal.pone.0163637,27658250,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.79, Weighted sum of stars: 1.0,Good,11-Jun-18,Kurihara M et al.,New Finding,
Long-term changes in the planktonic cnidarian community in a mesoscale area of the NW Mediterranean.,https://doi.org/10.1371/journal.pone.0196431,29715282,,,,,,Guerrero E et al.,New Finding,
A total pleural covering for lymphangioleiomyomatosis prevents pneumothorax recurrence.,https://doi.org/10.1371/journal.pone.0163637,27658250,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.79, Weighted sum of stars: 1.0,Good,11-Jun-18,Kurihara M et al.,Technical Advance,
Everolimus long-term use in patients with tuberous sclerosis complex: Four-year update of the EXIST-2 study.,https://doi.org/10.1371/journal.pone.0180939,28792952,Score 23.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.29, Weighted sum of stars: 5.0,Exceptional,28-Aug-17,Bissler JJ et al.,Confirmation,
Everolimus long-term use in patients with tuberous sclerosis complex: Four-year update of the EXIST-2 study.,https://doi.org/10.1371/journal.pone.0180939,28792952,Score 23.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.29, Weighted sum of stars: 5.0,Exceptional,28-Aug-17,Bissler JJ et al.,New Finding,
Lung transplantation for lymphangioleiomyomatosis in japan.,https://doi.org/10.1371/journal.pone.0146749,26771878,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.36, Weighted sum of stars: 1.0,Good,11-Jun-18,Ando K et al.,New Finding,
Cigarette smoking is associated with high HIV viral load among adults presenting for antiretroviral therapy in Vietnam.,https://doi.org/10.1371/journal.pone.0173534,28267790,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,5-Jun-18,Pollack TM et al.,Confirmation,
