title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Transmission blocking immunity in the malaria non-vector mosquito Anopheles quadriannulatus species A.,https://doi.org/10.1371/journal.ppat.1000070,18497855,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.56, Weighted sum of stars: 4.0,Very Good,18 Jun 2008,Habtewold T et al.,Interesting Hypothesis
Viral paratransgenesis in the malaria vector Anopheles gambiae.,https://doi.org/10.1371/journal.ppat.1000135,18725926,Score 32.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.61, Weighted sum of stars: 7.0,Very Good,27 Aug 2008,Ren X et al.,Technical Advance
Transmission blocking immunity in the malaria non-vector mosquito Anopheles quadriannulatus species A.,https://doi.org/10.1371/journal.ppat.1000070,18497855,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.56, Weighted sum of stars: 4.0,Very Good,18 Jun 2008,Habtewold T et al.,New Finding
"Varicellovirus UL 49.5 proteins differentially affect the function of the transporter associated with antigen processing, TAP.",https://doi.org/10.1371/journal.ppat.1000080,18516302,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.54, Weighted sum of stars: 2.0,Very Good,04 Aug 2008,Koppers-Lalic D et al.,Interesting Hypothesis
Migratory dermal dendritic cells act as rapid sensors of protozoan parasites.,https://doi.org/10.1371/journal.ppat.1000222,19043558,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.31, Weighted sum of stars: 2.0,Good,01 Jan 2009,Ng LG et al.,Technical Advance
Signal peptide-dependent inhibition of MHC class I heavy chain translation by rhesus cytomegalovirus.,https://doi.org/10.1371/journal.ppat.1000150,18833297,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.47, Weighted sum of stars: 1.0,Good,14 Oct 2008,"Powers CJ, Früh K",New Finding
"Origin, spread and demography of the Mycobacterium tuberculosis complex.",https://doi.org/10.1371/journal.ppat.1000160,18802459,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.58, Weighted sum of stars: 1.0,Good,13 Oct 2008,Wirth T et al.,Interesting Hypothesis
"Varicellovirus UL 49.5 proteins differentially affect the function of the transporter associated with antigen processing, TAP.",https://doi.org/10.1371/journal.ppat.1000080,18516302,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.54, Weighted sum of stars: 2.0,Very Good,04 Aug 2008,Koppers-Lalic D et al.,New Finding
Small RNAs with 5'-polyphosphate termini associate with a Piwi-related protein and regulate gene expression in the single-celled eukaryote Entamoeba histolytica.,https://doi.org/10.1371/journal.ppat.1000219,19043551,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1, Weighted sum of stars: 2.0,Very Good,27 Jan 2009,Zhang H et al.,New Finding
"An upstream open reading frame controls translation of var2csa, a gene implicated in placental malaria.",https://doi.org/10.1371/journal.ppat.1000256,19119419,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 1.0,Good,11 Jan 2009,Amulic B et al.,New Finding
Mucosal damage and neutropenia are required for Candida albicans dissemination.,https://doi.org/10.1371/journal.ppat.0040035,18282097,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.36, Weighted sum of stars: 1.0,Good,31 Jul 2008,Koh AY et al.,Interesting Hypothesis
Tobacco mosaic virus movement protein enhances the spread of RNA silencing.,https://doi.org/10.1371/journal.ppat.1000038,18389061,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.24, Weighted sum of stars: 1.0,Good,14 Jul 2008,Vogler H et al.,Confirmation
"Origin, spread and demography of the Mycobacterium tuberculosis complex.",https://doi.org/10.1371/journal.ppat.1000160,18802459,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.58, Weighted sum of stars: 1.0,Good,13 Oct 2008,Wirth T et al.,New Finding
Tobacco mosaic virus movement protein enhances the spread of RNA silencing.,https://doi.org/10.1371/journal.ppat.1000038,18389061,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.24, Weighted sum of stars: 1.0,Good,14 Jul 2008,Vogler H et al.,New Finding
Discerning the complexity of community interactions using a Drosophila model of polymicrobial infections.,https://doi.org/10.1371/journal.ppat.1000184,18949036,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.3, Weighted sum of stars: 1.0,Good,07 Jan 2009,Sibley CD et al.,New Finding
XIAP regulates cytosol-specific innate immunity to Listeria infection.,https://doi.org/10.1371/journal.ppat.1000142,18769721,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.41, Weighted sum of stars: 1.0,Good,30 Sep 2008,Bauler LD et al.,New Finding
Cellular proteins in influenza virus particles.,https://doi.org/10.1371/journal.ppat.1000085,18535660,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.52, Weighted sum of stars: 2.0,Very Good,09 Jul 2008,Shaw ML et al.,New Finding
"Listeriolysin S, a novel peptide haemolysin associated with a subset of lineage I Listeria monocytogenes.",https://doi.org/10.1371/journal.ppat.1000144,18787690,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.45, Weighted sum of stars: 1.0,Good,21 Sep 2008,Cotter PD et al.,New Finding
Interrelationship between dendritic cell trafficking and Francisella tularensis dissemination following airway infection.,https://doi.org/10.1371/journal.ppat.1000211,19023422,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.31, Weighted sum of stars: 2.0,Very Good,15 Dec 2008,Bar-Haim E et al.,New Finding
Regulated expression of an essential allosteric activator of polyamine biosynthesis in African trypanosomes.,https://doi.org/10.1371/journal.ppat.1000183,18949025,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.62, Weighted sum of stars: 2.0,Very Good,02 Dec 2008,"Willert EK, Phillips MA",Confirmation
Regulated expression of an essential allosteric activator of polyamine biosynthesis in African trypanosomes.,https://doi.org/10.1371/journal.ppat.1000183,18949025,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.62, Weighted sum of stars: 2.0,Very Good,02 Dec 2008,"Willert EK, Phillips MA",Interesting Hypothesis
Regulated expression of an essential allosteric activator of polyamine biosynthesis in African trypanosomes.,https://doi.org/10.1371/journal.ppat.1000183,18949025,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.62, Weighted sum of stars: 2.0,Very Good,02 Dec 2008,"Willert EK, Phillips MA",New Finding
Key role of Mfd in the development of fluoroquinolone resistance in Campylobacter jejuni.,https://doi.org/10.1371/journal.ppat.1000083,18535657,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.93, Weighted sum of stars: 2.0,Very Good,07 Jul 2008,Han J et al.,New Finding
Endothelial cells support persistent gammaherpesvirus 68 infection.,https://doi.org/10.1371/journal.ppat.1000152,18787698,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 1.0,Good,17 Sep 2008,"Suárez AL, van Dyk LF",New Finding
Regulated expression of an essential allosteric activator of polyamine biosynthesis in African trypanosomes.,https://doi.org/10.1371/journal.ppat.1000183,18949025,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.62, Weighted sum of stars: 2.0,Very Good,02 Dec 2008,"Willert EK, Phillips MA",Novel Drug Target
A new perspective on Listeria monocytogenes evolution.,https://doi.org/10.1371/journal.ppat.1000146,18773117,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 2.0,Good,10 Sep 2008,Ragon M et al.,Confirmation
A new perspective on Listeria monocytogenes evolution.,https://doi.org/10.1371/journal.ppat.1000146,18773117,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 2.0,Good,10 Sep 2008,Ragon M et al.,Interesting Hypothesis
A new perspective on Listeria monocytogenes evolution.,https://doi.org/10.1371/journal.ppat.1000146,18773117,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 2.0,Good,10 Sep 2008,Ragon M et al.,New Finding
Human metapneumovirus glycoprotein G inhibits innate immune responses.,https://doi.org/10.1371/journal.ppat.1000077,18516301,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.09, Weighted sum of stars: 2.0,Very Good,26 Jun 2008,Bao X et al.,New Finding
Human innate Mycobacterium tuberculosis-reactive alphabetaTCR+ thymocytes.,https://doi.org/10.1371/journal.ppat.0040039,18282101,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.32, Weighted sum of stars: 2.0,Very Good,26 Jun 2008,Gold MC et al.,New Finding
PerR confers phagocytic killing resistance and allows pharyngeal colonization by group A Streptococcus.,https://doi.org/10.1371/journal.ppat.1000145,18773116,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.32, Weighted sum of stars: 1.0,Good,16 Sep 2008,Gryllos I et al.,New Finding
Rudra interrupts receptor signaling complexes to negatively regulate the IMD pathway.,https://doi.org/10.1371/journal.ppat.1000120,18688280,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.56, Weighted sum of stars: 2.0,Very Good,15 Sep 2008,Aggarwal K et al.,New Finding
Commensal-induced regulatory T cells mediate protection against pathogen-stimulated NF-kappaB activation.,https://doi.org/10.1371/journal.ppat.1000112,18670628,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.15, Weighted sum of stars: 1.0,Good,08 Sep 2008,O'Mahony C et al.,New Finding
Reduced secretion of YopJ by Yersinia limits in vivo cell death but enhances bacterial virulence.,https://doi.org/10.1371/journal.ppat.1000067,18483548,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 3.0,Good,05 Jun 2008,"Brodsky IE, Medzhitov R",Confirmation
Reduced secretion of YopJ by Yersinia limits in vivo cell death but enhances bacterial virulence.,https://doi.org/10.1371/journal.ppat.1000067,18483548,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 3.0,Good,05 Jun 2008,"Brodsky IE, Medzhitov R",New Finding
Stimulation of chitin synthesis rescues Candida albicans from echinocandins.,https://doi.org/10.1371/journal.ppat.1000040,18389063,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.97, Weighted sum of stars: 2.0,Very Good,16 Jun 2008,Walker LA et al.,New Finding
RNAi screen reveals an Abl kinase-dependent host cell pathway involved in Pseudomonas aeruginosa internalization.,https://doi.org/10.1371/journal.ppat.1000031,18369477,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.17, Weighted sum of stars: 1.0,Good,28 May 2008,Pielage JF et al.,Confirmation
A two-phase innate host response to alphavirus infection identified by mRNP-tagging in vivo.,https://doi.org/10.1371/journal.ppat.0030199,18215114,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 1.0,Good,06 Feb 2008,Konopka JL et al.,Interesting Hypothesis
A two-phase innate host response to alphavirus infection identified by mRNP-tagging in vivo.,https://doi.org/10.1371/journal.ppat.0030199,18215114,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 1.0,Good,06 Feb 2008,Konopka JL et al.,New Finding
A two-phase innate host response to alphavirus infection identified by mRNP-tagging in vivo.,https://doi.org/10.1371/journal.ppat.0030199,18215114,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 1.0,Good,06 Feb 2008,Konopka JL et al.,Technical Advance
Cytosolic extract induces Tir translocation and pedestals in EPEC-infected red blood cells.,https://doi.org/10.1371/journal.ppat.0040004,18208322,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.2, Weighted sum of stars: 1.0,Good,31 Jan 2008,"Swimm AI, Kalman D",Confirmation
Cytosolic extract induces Tir translocation and pedestals in EPEC-infected red blood cells.,https://doi.org/10.1371/journal.ppat.0040004,18208322,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.2, Weighted sum of stars: 1.0,Good,31 Jan 2008,"Swimm AI, Kalman D",New Finding
Members of a large retroposon family are determinants of post-transcriptional gene expression in Leishmania.,https://doi.org/10.1371/journal.ppat.0030136,17907803,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,28 Nov 2007,Bringaud F et al.,Interesting Hypothesis
RNAi screen reveals an Abl kinase-dependent host cell pathway involved in Pseudomonas aeruginosa internalization.,https://doi.org/10.1371/journal.ppat.1000031,18369477,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.17, Weighted sum of stars: 1.0,Good,28 May 2008,Pielage JF et al.,New Finding
SNARE protein mimicry by an intracellular bacterium.,https://doi.org/10.1371/journal.ppat.1000022,18369472,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.63, Weighted sum of stars: 2.0,Very Good,20 May 2008,Delevoye C et al.,Interesting Hypothesis
Cytosolic extract induces Tir translocation and pedestals in EPEC-infected red blood cells.,https://doi.org/10.1371/journal.ppat.0040004,18208322,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.2, Weighted sum of stars: 1.0,Good,31 Jan 2008,"Swimm AI, Kalman D",Technical Advance
"Entamoeba histolytica phagocytosis of human erythrocytes involves PATMK, a member of the transmembrane kinase family.",https://doi.org/10.1371/journal.ppat.0040008,18208324,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,27 Jan 2008,Boettner DR et al.,New Finding
SNARE protein mimicry by an intracellular bacterium.,https://doi.org/10.1371/journal.ppat.1000022,18369472,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.63, Weighted sum of stars: 2.0,Very Good,20 May 2008,Delevoye C et al.,New Finding
"Tentative T cells: memory cells are quick to respond, but slow to divide.",https://doi.org/10.1371/journal.ppat.1000041,18404208,Score 27.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 6.0,Exceptional,14 May 2008,Whitmire JK et al.,Interesting Hypothesis
Members of a large retroposon family are determinants of post-transcriptional gene expression in Leishmania.,https://doi.org/10.1371/journal.ppat.0030136,17907803,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,28 Nov 2007,Bringaud F et al.,New Finding
"Tentative T cells: memory cells are quick to respond, but slow to divide.",https://doi.org/10.1371/journal.ppat.1000041,18404208,Score 27.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 6.0,Exceptional,14 May 2008,Whitmire JK et al.,New Finding
Nod1 signaling overcomes resistance of S. pneumoniae to opsonophagocytic killing.,https://doi.org/10.1371/journal.ppat.0030118,17722978,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.28, Weighted sum of stars: 2.0,Good,10 Mar 2008,Lysenko ES et al.,Interesting Hypothesis
"Entamoeba histolytica phagocytosis of human erythrocytes involves PATMK, a member of the transmembrane kinase family.",https://doi.org/10.1371/journal.ppat.0040008,18208324,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,27 Jan 2008,Boettner DR et al.,Technical Advance
T cell responses to human endogenous retroviruses in HIV-1 infection.,https://doi.org/10.1371/journal.ppat.0030165,17997601,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.03, Weighted sum of stars: 1.0,Good,21 Nov 2007,Garrison KE et al.,Interesting Hypothesis
Predominant infection of CD150+ lymphocytes and dendritic cells during measles virus infection of macaques.,https://doi.org/10.1371/journal.ppat.0030178,18020706,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.83, Weighted sum of stars: 2.0,Very Good,20 Nov 2007,de Swart RL et al.,Confirmation
Predominant infection of CD150+ lymphocytes and dendritic cells during measles virus infection of macaques.,https://doi.org/10.1371/journal.ppat.0030178,18020706,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.83, Weighted sum of stars: 2.0,Very Good,20 Nov 2007,de Swart RL et al.,New Finding
Predominant infection of CD150+ lymphocytes and dendritic cells during measles virus infection of macaques.,https://doi.org/10.1371/journal.ppat.0030178,18020706,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.83, Weighted sum of stars: 2.0,Very Good,20 Nov 2007,de Swart RL et al.,Technical Advance
RNAi screen in Drosophila cells reveals the involvement of the Tom complex in Chlamydia infection.,https://doi.org/10.1371/journal.ppat.0030155,17967059,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 1.0,Good,08 Nov 2007,Derré I et al.,New Finding
Mechanism of inducible nitric oxide synthase exclusion from mycobacterial phagosomes.,https://doi.org/10.1371/journal.ppat.0030186,18069890,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 2.0,Good,06 Jan 2008,Davis AS et al.,New Finding
Nod1 signaling overcomes resistance of S. pneumoniae to opsonophagocytic killing.,https://doi.org/10.1371/journal.ppat.0030118,17722978,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.28, Weighted sum of stars: 2.0,Good,10 Mar 2008,Lysenko ES et al.,New Finding
Genotype-by-environment interactions and adaptation to local temperature affect immunity and fecundity in Drosophila melanogaster.,https://doi.org/10.1371/journal.ppat.1000025,18369474,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.14, Weighted sum of stars: 1.0,Good,28 Apr 2008,Lazzaro BP et al.,Confirmation
A novel inhibitory mechanism of mitochondrion-dependent apoptosis by a herpesviral protein.,https://doi.org/10.1371/journal.ppat.0030174,18069888,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,16 Jan 2008,Feng P et al.,New Finding
Analysis of cells targeted by Salmonella type III secretion in vivo.,https://doi.org/10.1371/journal.ppat.0030196,18159943,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 1.0,Good,10 Jan 2008,Geddes K et al.,New Finding
Genotype-by-environment interactions and adaptation to local temperature affect immunity and fecundity in Drosophila melanogaster.,https://doi.org/10.1371/journal.ppat.1000025,18369474,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.14, Weighted sum of stars: 1.0,Good,28 Apr 2008,Lazzaro BP et al.,New Finding
Deciphering interplay between Salmonella invasion effectors.,https://doi.org/10.1371/journal.ppat.1000037,18389058,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,28 Apr 2008,Cain RJ et al.,Confirmation
Deciphering interplay between Salmonella invasion effectors.,https://doi.org/10.1371/journal.ppat.1000037,18389058,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,28 Apr 2008,Cain RJ et al.,New Finding
Analysis of cells targeted by Salmonella type III secretion in vivo.,https://doi.org/10.1371/journal.ppat.0030196,18159943,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 1.0,Good,10 Jan 2008,Geddes K et al.,Technical Advance
RNAi screen in Drosophila cells reveals the involvement of the Tom complex in Chlamydia infection.,https://doi.org/10.1371/journal.ppat.0030155,17967059,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 1.0,Good,08 Nov 2007,Derré I et al.,Technical Advance
Deciphering interplay between Salmonella invasion effectors.,https://doi.org/10.1371/journal.ppat.1000037,18389058,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,28 Apr 2008,Cain RJ et al.,Technical Advance
Forward genetic analysis of the apicomplexan cell division cycle in Toxoplasma gondii.,https://doi.org/10.1371/journal.ppat.0040036,18282098,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 4.0,Very Good,07 Apr 2008,Gubbels MJ et al.,New Finding
Hemophagocytic macrophages harbor Salmonella enterica during persistent infection.,https://doi.org/10.1371/journal.ppat.0030193,18085823,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 1.0,Good,10 Jan 2008,Nix RN et al.,New Finding
Genome sequence of Babesia bovis and comparative analysis of apicomplexan hemoprotozoa.,https://doi.org/10.1371/journal.ppat.0030148,17953480,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.82, Weighted sum of stars: 1.0,Good,18 Dec 2007,Brayton KA et al.,New Finding
,,,,,,,,,
Bacterial ligands generated in a phagosome are targets of the cytosolic innate immune system.,https://doi.org/10.1371/journal.ppat.0030051,17397264,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.49, Weighted sum of stars: 2.0,Good,26 Apr 2007,Herskovits AA et al.,Interesting Hypothesis
Genome sequence of Babesia bovis and comparative analysis of apicomplexan hemoprotozoa.,https://doi.org/10.1371/journal.ppat.0030148,17953480,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.82, Weighted sum of stars: 1.0,Good,18 Dec 2007,Brayton KA et al.,Technical Advance
"Pathogenesis, virulence, and infective dose.",https://doi.org/10.1371/journal.ppat.0030147,17967057,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.49, Weighted sum of stars: 2.0,Very Good,17 Dec 2007,"Schmid-Hempel P, Frank SA",Interesting Hypothesis
A human cytomegalovirus-encoded microRNA regulates expression of multiple viral genes involved in replication.,https://doi.org/10.1371/journal.ppat.0030163,17983268,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.27, Weighted sum of stars: 1.0,Good,05 Dec 2007,Grey F et al.,Interesting Hypothesis
A human cytomegalovirus-encoded microRNA regulates expression of multiple viral genes involved in replication.,https://doi.org/10.1371/journal.ppat.0030163,17983268,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.27, Weighted sum of stars: 1.0,Good,05 Dec 2007,Grey F et al.,New Finding
A human cytomegalovirus-encoded microRNA regulates expression of multiple viral genes involved in replication.,https://doi.org/10.1371/journal.ppat.0030163,17983268,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.27, Weighted sum of stars: 1.0,Good,05 Dec 2007,Grey F et al.,Novel Drug Target
Bacterial ligands generated in a phagosome are targets of the cytosolic innate immune system.,https://doi.org/10.1371/journal.ppat.0030051,17397264,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.49, Weighted sum of stars: 2.0,Good,26 Apr 2007,Herskovits AA et al.,New Finding
Genome dynamics of Campylobacter jejuni in response to bacteriophage predation.,https://doi.org/10.1371/journal.ppat.0030119,17722979,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 4.0,Exceptional,11 Sep 2007,Scott AE et al.,Interesting Hypothesis
Genome dynamics of Campylobacter jejuni in response to bacteriophage predation.,https://doi.org/10.1371/journal.ppat.0030119,17722979,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 4.0,Exceptional,11 Sep 2007,Scott AE et al.,New Finding
Forward genetic analysis of the apicomplexan cell division cycle in Toxoplasma gondii.,https://doi.org/10.1371/journal.ppat.0040036,18282098,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 4.0,Very Good,07 Apr 2008,Gubbels MJ et al.,Technical Advance
Plasmodium-induced inflammation by uric acid.,https://doi.org/10.1371/journal.ppat.1000013,18369465,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.7, Weighted sum of stars: 1.0,Good,31 Mar 2008,Orengo JM et al.,Interesting Hypothesis
Plasmodium-induced inflammation by uric acid.,https://doi.org/10.1371/journal.ppat.1000013,18369465,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.7, Weighted sum of stars: 1.0,Good,31 Mar 2008,Orengo JM et al.,New Finding
Genome dynamics of Campylobacter jejuni in response to bacteriophage predation.,https://doi.org/10.1371/journal.ppat.0030119,17722979,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 4.0,Exceptional,11 Sep 2007,Scott AE et al.,Technical Advance
Genome-wide fitness test and mechanism-of-action studies of inhibitory compounds in Candida albicans.,https://doi.org/10.1371/journal.ppat.0030092,17604452,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.36, Weighted sum of stars: 1.0,Good,23 Aug 2007,Xu D et al.,New Finding
