title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Nitroimidazole action in Entamoeba histolytica: a central role for thioredoxin reductase.,https://doi.org/10.1371/journal.pbio.0050211,17676992,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 2.0,Very Good,27 Aug 2007,Leitsch D et al.,New Finding
Heritable stochastic switching revealed by single-cell genealogy.,https://doi.org/10.1371/journal.pbio.0050239,17803359,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 1.0,Good,12 Nov 2007,Kaufmann BB et al.,New Finding
Conformational motion of the ABC transporter MsbA induced by ATP hydrolysis.,https://doi.org/10.1371/journal.pbio.0050271,17927448,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 1.0,Good,05 Nov 2007,Borbat PP et al.,Controversial
Conformational motion of the ABC transporter MsbA induced by ATP hydrolysis.,https://doi.org/10.1371/journal.pbio.0050271,17927448,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 1.0,Good,05 Nov 2007,Borbat PP et al.,Interesting Hypothesis
A novel Snf2 protein maintains trans-generational regulatory states established by paramutation in maize.,https://doi.org/10.1371/journal.pbio.0050275,17941719,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 2.0,Very Good,15 Oct 2007,Hale CJ et al.,New Finding
The molecular anatomy of spontaneous germline mutations in human testes.,https://doi.org/10.1371/journal.pbio.0050224,17760502,Score 27.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 6.0,Very Good,23 Sep 2007,Qin J et al.,Confirmation
The molecular anatomy of spontaneous germline mutations in human testes.,https://doi.org/10.1371/journal.pbio.0050224,17760502,Score 27.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 6.0,Very Good,23 Sep 2007,Qin J et al.,New Finding
Conformational motion of the ABC transporter MsbA induced by ATP hydrolysis.,https://doi.org/10.1371/journal.pbio.0050271,17927448,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 1.0,Good,05 Nov 2007,Borbat PP et al.,New Finding
Peptides encoded by short ORFs control development and define a new eukaryotic gene family.,https://doi.org/10.1371/journal.pbio.0050106,17439302,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.54, Weighted sum of stars: 2.0,Good,28 Jun 2007,Galindo MI et al.,New Finding
Generalized reciprocity in rats.,https://doi.org/10.1371/journal.pbio.0050196,17608566,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.36, Weighted sum of stars: 2.0,Very Good,13 Aug 2007,"Rutte C, Taborsky M",Interesting Hypothesis
Putting beta-diversity on the map: broad-scale congruence and coincidence in the extremes.,https://doi.org/10.1371/journal.pbio.0050272,17927449,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.75, Weighted sum of stars: 1.0,Good,31 Oct 2007,McKnight MW et al.,New Finding
Nanosensor detection of an immunoregulatory tryptophan influx/kynurenine efflux cycle.,https://doi.org/10.1371/journal.pbio.0050257,17896864,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.86, Weighted sum of stars: 4.0,Exceptional,21 Oct 2007,Kaper T et al.,New Finding
The molecular anatomy of spontaneous germline mutations in human testes.,https://doi.org/10.1371/journal.pbio.0050224,17760502,Score 27.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 6.0,Very Good,23 Sep 2007,Qin J et al.,Technical Advance
The scent of the waggle dance.,https://doi.org/10.1371/journal.pbio.0050228,17713987,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.44, Weighted sum of stars: 2.0,Very Good,08 Oct 2007,Thom C et al.,New Finding
Nanosensor detection of an immunoregulatory tryptophan influx/kynurenine efflux cycle.,https://doi.org/10.1371/journal.pbio.0050257,17896864,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.86, Weighted sum of stars: 4.0,Exceptional,21 Oct 2007,Kaper T et al.,Technical Advance
Global analysis of posttranslational protein arginylation.,https://doi.org/10.1371/journal.pbio.0050258,17896865,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 1.0,Good,17 Oct 2007,Wong CC et al.,New Finding
Generalized reciprocity in rats.,https://doi.org/10.1371/journal.pbio.0050196,17608566,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.36, Weighted sum of stars: 2.0,Very Good,13 Aug 2007,"Rutte C, Taborsky M",New Finding
Comparison of C. elegans and C. briggsae genome sequences reveals extensive conservation of chromosome organization and synteny.,https://doi.org/10.1371/journal.pbio.0050167,17608563,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.45, Weighted sum of stars: 1.0,Good,17 Jul 2007,Hillier LW et al.,New Finding
The circadian clock regulates auxin signaling and responses in Arabidopsis.,https://doi.org/10.1371/journal.pbio.0050222,17683202,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.18, Weighted sum of stars: 2.0,Very Good,03 Oct 2007,"Covington MF, Harmer SL",New Finding
The diploid genome sequence of an individual human.,https://doi.org/10.1371/journal.pbio.0050254,17803354,Score 24.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 20.33, Weighted sum of stars: 5.0,Good,24 Sep 2007,Levy S et al.,Controversial
Comparison of C. elegans and C. briggsae genome sequences reveals extensive conservation of chromosome organization and synteny.,https://doi.org/10.1371/journal.pbio.0050167,17608563,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.45, Weighted sum of stars: 1.0,Good,17 Jul 2007,Hillier LW et al.,Technical Advance
Topological reorganization of odor representations in the olfactory bulb.,https://doi.org/10.1371/journal.pbio.0050178,17608564,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.48, Weighted sum of stars: 1.0,Good,17 Jul 2007,Yaksi E et al.,Interesting Hypothesis
Topological reorganization of odor representations in the olfactory bulb.,https://doi.org/10.1371/journal.pbio.0050178,17608564,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.48, Weighted sum of stars: 1.0,Good,17 Jul 2007,Yaksi E et al.,New Finding
The diploid genome sequence of an individual human.,https://doi.org/10.1371/journal.pbio.0050254,17803354,Score 24.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 20.33, Weighted sum of stars: 5.0,Good,24 Sep 2007,Levy S et al.,New Finding
Myc dynamically and preferentially relocates to a transcription factory occupied by Igh.,https://doi.org/10.1371/journal.pbio.0050192,17622196,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.97, Weighted sum of stars: 2.0,Good,09 Aug 2007,Osborne CS et al.,New Finding
Insights into the genome of large sulfur bacteria revealed by analysis of single filaments.,https://doi.org/10.1371/journal.pbio.0050230,17760503,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.73, Weighted sum of stars: 4.0,Exceptional,16 Sep 2007,Mussmann M et al.,Confirmation
Insights into the genome of large sulfur bacteria revealed by analysis of single filaments.,https://doi.org/10.1371/journal.pbio.0050230,17760503,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.73, Weighted sum of stars: 4.0,Exceptional,16 Sep 2007,Mussmann M et al.,New Finding
Topological reorganization of odor representations in the olfactory bulb.,https://doi.org/10.1371/journal.pbio.0050178,17608564,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.48, Weighted sum of stars: 1.0,Good,17 Jul 2007,Yaksi E et al.,Technical Advance
Insights into the genome of large sulfur bacteria revealed by analysis of single filaments.,https://doi.org/10.1371/journal.pbio.0050230,17760503,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.73, Weighted sum of stars: 4.0,Exceptional,16 Sep 2007,Mussmann M et al.,Technical Advance
Spatial learning depends on both the addition and removal of new hippocampal neurons.,https://doi.org/10.1371/journal.pbio.0050214,17683201,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.78, Weighted sum of stars: 2.0,Very Good,10 Sep 2007,Dupret D et al.,Confirmation
Spatial learning depends on both the addition and removal of new hippocampal neurons.,https://doi.org/10.1371/journal.pbio.0050214,17683201,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.78, Weighted sum of stars: 2.0,Very Good,10 Sep 2007,Dupret D et al.,Interesting Hypothesis
H2A.Z-mediated localization of genes at the nuclear periphery confers epigenetic memory of previous transcriptional state.,https://doi.org/10.1371/journal.pbio.0050081,17373856,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.98, Weighted sum of stars: 3.0,Good,28 May 2007,Brickner DG et al.,Interesting Hypothesis
Polarised asymmetric inheritance of accumulated protein damage in higher eukaryotes.,https://doi.org/10.1371/journal.pbio.0040417,17147470,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.15, Weighted sum of stars: 2.0,Very Good,15 Jul 2007,Rujano MA et al.,New Finding
Imaging poliovirus entry in live cells.,https://doi.org/10.1371/journal.pbio.0050183,17622193,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.77, Weighted sum of stars: 2.0,Very Good,12 Jul 2007,Brandenburg B et al.,Confirmation
H2A.Z-mediated localization of genes at the nuclear periphery confers epigenetic memory of previous transcriptional state.,https://doi.org/10.1371/journal.pbio.0050081,17373856,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.98, Weighted sum of stars: 3.0,Good,28 May 2007,Brickner DG et al.,New Finding
Generation of active protein phosphatase 2A is coupled to holoenzyme assembly.,https://doi.org/10.1371/journal.pbio.0050155,17550305,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.39, Weighted sum of stars: 1.0,Good,19 Jun 2007,Hombauer H et al.,Interesting Hypothesis
Imaging poliovirus entry in live cells.,https://doi.org/10.1371/journal.pbio.0050183,17622193,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.77, Weighted sum of stars: 2.0,Very Good,12 Jul 2007,Brandenburg B et al.,Refutation
Generation of active protein phosphatase 2A is coupled to holoenzyme assembly.,https://doi.org/10.1371/journal.pbio.0050155,17550305,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.39, Weighted sum of stars: 1.0,Good,19 Jun 2007,Hombauer H et al.,New Finding
Iron regulation of the major virulence factors in the AIDS-associated pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.pbio.0040410,17121456,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.01, Weighted sum of stars: 3.0,Good,11 Dec 2006,Jung WH et al.,Interesting Hypothesis
Iron regulation of the major virulence factors in the AIDS-associated pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.pbio.0040410,17121456,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.01, Weighted sum of stars: 3.0,Good,11 Dec 2006,Jung WH et al.,New Finding
Iron regulation of the major virulence factors in the AIDS-associated pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.pbio.0040410,17121456,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.01, Weighted sum of stars: 3.0,Good,11 Dec 2006,Jung WH et al.,Novel Drug Target
Spatial learning depends on both the addition and removal of new hippocampal neurons.,https://doi.org/10.1371/journal.pbio.0050214,17683201,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.78, Weighted sum of stars: 2.0,Very Good,10 Sep 2007,Dupret D et al.,New Finding
"Conserving biodiversity efficiently: what to do, where, and when.",https://doi.org/10.1371/journal.pbio.0050223,17713985,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 3.0,Very Good,06 Sep 2007,Wilson KA et al.,Interesting Hypothesis
"Conserving biodiversity efficiently: what to do, where, and when.",https://doi.org/10.1371/journal.pbio.0050223,17713985,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 3.0,Very Good,06 Sep 2007,Wilson KA et al.,New Finding
"Conserving biodiversity efficiently: what to do, where, and when.",https://doi.org/10.1371/journal.pbio.0050223,17713985,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 3.0,Very Good,06 Sep 2007,Wilson KA et al.,Technical Advance
An actin-based wave generator organizes cell motility.,https://doi.org/10.1371/journal.pbio.0050221,17696648,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.74, Weighted sum of stars: 4.0,Very Good,23 Aug 2007,Weiner OD et al.,Interesting Hypothesis
An actin-based wave generator organizes cell motility.,https://doi.org/10.1371/journal.pbio.0050221,17696648,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.74, Weighted sum of stars: 4.0,Very Good,23 Aug 2007,Weiner OD et al.,New Finding
An actin-based wave generator organizes cell motility.,https://doi.org/10.1371/journal.pbio.0050221,17696648,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.74, Weighted sum of stars: 4.0,Very Good,23 Aug 2007,Weiner OD et al.,Technical Advance
Iron regulation of the major virulence factors in the AIDS-associated pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.pbio.0040410,17121456,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.01, Weighted sum of stars: 3.0,Good,11 Dec 2006,Jung WH et al.,Technical Advance
PINK1 protects against oxidative stress by phosphorylating mitochondrial chaperone TRAP1.,https://doi.org/10.1371/journal.pbio.0050172,17579517,Score 9.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.34, Weighted sum of stars: 2.0,Very Good,10 Jul 2007,Pridgeon JW et al.,New Finding
The spindle pole bodies facilitate nuclear envelope division during closed mitosis in fission yeast.,https://doi.org/10.1371/journal.pbio.0050170,17579515,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.52, Weighted sum of stars: 1.0,Good,10 Jul 2007,Zheng L et al.,New Finding
All beta cells contribute equally to islet growth and maintenance.,https://doi.org/10.1371/journal.pbio.0050163,17535113,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.34, Weighted sum of stars: 1.0,Good,04 Jun 2007,Brennand K et al.,Confirmation
From parasite to mutualist: rapid evolution of Wolbachia in natural populations of Drosophila.,https://doi.org/10.1371/journal.pbio.0050114,17439303,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.99, Weighted sum of stars: 1.0,Good,30 May 2007,Weeks AR et al.,Confirmation
High incidence of non-random template strand segregation and asymmetric fate determination in dividing stem cells and their progeny.,https://doi.org/10.1371/journal.pbio.0050102,17439301,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.68, Weighted sum of stars: 6.0,Very Good,24 Apr 2007,Conboy MJ et al.,Confirmation
High incidence of non-random template strand segregation and asymmetric fate determination in dividing stem cells and their progeny.,https://doi.org/10.1371/journal.pbio.0050102,17439301,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.68, Weighted sum of stars: 6.0,Very Good,24 Apr 2007,Conboy MJ et al.,Interesting Hypothesis
High incidence of non-random template strand segregation and asymmetric fate determination in dividing stem cells and their progeny.,https://doi.org/10.1371/journal.pbio.0050102,17439301,Score 27.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.68, Weighted sum of stars: 6.0,Very Good,24 Apr 2007,Conboy MJ et al.,Technical Advance
Als3 is a Candida albicans invasin that binds to cadherins and induces endocytosis by host cells.,https://doi.org/10.1371/journal.pbio.0050064,17311474,Score 28.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.27, Weighted sum of stars: 6.0,Very Good,07 Mar 2007,Phan QT et al.,Interesting Hypothesis
Odorant-binding proteins OBP57d and OBP57e affect taste perception and host-plant preference in Drosophila sechellia.,https://doi.org/10.1371/journal.pbio.0050118,17456006,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.74, Weighted sum of stars: 4.0,Exceptional,07 May 2007,Matsuo T et al.,New Finding
Surviving endoplasmic reticulum stress is coupled to altered chondrocyte differentiation and function.,https://doi.org/10.1371/journal.pbio.0050044,17298185,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.13, Weighted sum of stars: 1.0,Good,03 Apr 2007,Tsang KY et al.,New Finding
Chemically diverse toxicants converge on Fyn and c-Cbl to disrupt precursor cell function.,https://doi.org/10.1371/journal.pbio.0050035,17298174,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,03 Apr 2007,Li Z et al.,Interesting Hypothesis
Chemically diverse toxicants converge on Fyn and c-Cbl to disrupt precursor cell function.,https://doi.org/10.1371/journal.pbio.0050035,17298174,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,03 Apr 2007,Li Z et al.,New Finding
Als3 is a Candida albicans invasin that binds to cadherins and induces endocytosis by host cells.,https://doi.org/10.1371/journal.pbio.0050064,17311474,Score 28.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.27, Weighted sum of stars: 6.0,Very Good,07 Mar 2007,Phan QT et al.,New Finding
Whole-genome analysis of histone H3 lysine 27 trimethylation in Arabidopsis.,https://doi.org/10.1371/journal.pbio.0050129,17439305,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.97, Weighted sum of stars: 4.0,Very Good,24 Apr 2007,Zhang X et al.,New Finding
Mitochondrial dysfunction accounts for the stochastic heterogeneity in telomere-dependent senescence.,https://doi.org/10.1371/journal.pbio.0050110,17472436,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.12, Weighted sum of stars: 1.0,Good,07 May 2007,Passos JF et al.,Interesting Hypothesis
Whole-genome analysis of histone H3 lysine 27 trimethylation in Arabidopsis.,https://doi.org/10.1371/journal.pbio.0050129,17439305,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.97, Weighted sum of stars: 4.0,Very Good,24 Apr 2007,Zhang X et al.,Technical Advance
Chemically diverse toxicants converge on Fyn and c-Cbl to disrupt precursor cell function.,https://doi.org/10.1371/journal.pbio.0050035,17298174,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,03 Apr 2007,Li Z et al.,Novel Drug Target
Epigenetic control of the foxp3 locus in regulatory T cells.,https://doi.org/10.1371/journal.pbio.0050038,17298177,Score 5.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 17.64, Weighted sum of stars: 1.0,Good,29 Mar 2007,Floess S et al.,New Finding
Fly photoreceptors demonstrate energy-information trade-offs in neural coding.,https://doi.org/10.1371/journal.pbio.0050116,17373859,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.66, Weighted sum of stars: 4.0,Exceptional,01 May 2007,Niven JE et al.,New Finding
Protein oxidation implicated as the primary determinant of bacterial radioresistance.,https://doi.org/10.1371/journal.pbio.0050092,17373858,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.95, Weighted sum of stars: 4.0,Very Good,09 Apr 2007,Daly MJ et al.,Controversial
Protein oxidation implicated as the primary determinant of bacterial radioresistance.,https://doi.org/10.1371/journal.pbio.0050092,17373858,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.95, Weighted sum of stars: 4.0,Very Good,09 Apr 2007,Daly MJ et al.,Interesting Hypothesis
Protein oxidation implicated as the primary determinant of bacterial radioresistance.,https://doi.org/10.1371/journal.pbio.0050092,17373858,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.95, Weighted sum of stars: 4.0,Very Good,09 Apr 2007,Daly MJ et al.,New Finding
Protein oxidation implicated as the primary determinant of bacterial radioresistance.,https://doi.org/10.1371/journal.pbio.0050092,17373858,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.95, Weighted sum of stars: 4.0,Very Good,09 Apr 2007,Daly MJ et al.,Refutation
Epigenetic control of the foxp3 locus in regulatory T cells.,https://doi.org/10.1371/journal.pbio.0050038,17298177,Score 5.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 17.64, Weighted sum of stars: 1.0,Good,29 Mar 2007,Floess S et al.,Novel Drug Target
Splicing and the evolution of proteins in mammals.,https://doi.org/10.1371/journal.pbio.0050014,17298171,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.5, Weighted sum of stars: 1.0,Good,22 Mar 2007,Parmley JL et al.,Interesting Hypothesis
Functional modulation of cardiac form through regionally confined cell shape changes.,https://doi.org/10.1371/journal.pbio.0050053,17311471,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.3, Weighted sum of stars: 1.0,Good,25 Apr 2007,Auman HJ et al.,New Finding
BioGeomancer: automated georeferencing to map the world's biodiversity data.,https://doi.org/10.1371/journal.pbio.0040381,17105347,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 2.0,Very Good,21 Jan 2007,Guralnick RP et al.,Technical Advance
Rate of evolution in brain-expressed genes in humans and other primates.,https://doi.org/10.1371/journal.pbio.0050013,17194215,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 2.0,Very Good,17 Jan 2007,Wang HY et al.,Controversial
Rate of evolution in brain-expressed genes in humans and other primates.,https://doi.org/10.1371/journal.pbio.0050013,17194215,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 2.0,Very Good,17 Jan 2007,Wang HY et al.,Interesting Hypothesis
Selective translational repression of truncated proteins from frameshift mutation-derived mRNAs in tumors.,https://doi.org/10.1371/journal.pbio.0050109,17456004,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 1.0,Good,24 Apr 2007,You KT et al.,New Finding
Modification of a hydrophobic layer by a point mutation in syntaxin 1A regulates the rate of synaptic vesicle fusion.,https://doi.org/10.1371/journal.pbio.0050072,17341138,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 1.0,Good,24 Apr 2007,Lagow RD et al.,Controversial
Modification of a hydrophobic layer by a point mutation in syntaxin 1A regulates the rate of synaptic vesicle fusion.,https://doi.org/10.1371/journal.pbio.0050072,17341138,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 1.0,Good,24 Apr 2007,Lagow RD et al.,New Finding
Splicing and the evolution of proteins in mammals.,https://doi.org/10.1371/journal.pbio.0050014,17298171,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.5, Weighted sum of stars: 1.0,Good,22 Mar 2007,Parmley JL et al.,New Finding
Modification of a hydrophobic layer by a point mutation in syntaxin 1A regulates the rate of synaptic vesicle fusion.,https://doi.org/10.1371/journal.pbio.0050072,17341138,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 1.0,Good,24 Apr 2007,Lagow RD et al.,Refutation
Understanding the evolutionary fate of finite populations: the dynamics of mutational effects.,https://doi.org/10.1371/journal.pbio.0050094,17407380,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.82, Weighted sum of stars: 1.0,Good,24 Apr 2007,Silander OK et al.,Interesting Hypothesis
Rate of evolution in brain-expressed genes in humans and other primates.,https://doi.org/10.1371/journal.pbio.0050013,17194215,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 2.0,Very Good,17 Jan 2007,Wang HY et al.,New Finding
Autophagy counterbalances endoplasmic reticulum expansion during the unfolded protein response.,https://doi.org/10.1371/journal.pbio.0040423,17132049,Score 23.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.16, Weighted sum of stars: 5.0,Good,07 Dec 2006,Bernales S et al.,Interesting Hypothesis
The genetics of speciation by reinforcement.,https://doi.org/10.1371/journal.pbio.0020416,15550988,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.68, Weighted sum of stars: 2.0,Very Good,18 Mar 2007,Ortiz-Barrientos D et al.,New Finding
Experimental test of connector rotation during DNA packaging into bacteriophage phi29 capsids.,https://doi.org/10.1371/journal.pbio.0050059,17311473,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.27, Weighted sum of stars: 1.0,Good,18 Mar 2007,Hugel T et al.,New Finding
