title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Druggable protein interaction sites are more predisposed to surface pocket formation than the rest of the protein surface.,https://doi.org/10.1371/journal.pcbi.1002951,23505360,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.1, Weighted sum of stars: 1.0,Good,22 Apr 2013,"Johnson DK, Karanicolas J",Technical Advance
Transcriptome profiling of Giardia intestinalis using strand-specific RNA-seq.,https://doi.org/10.1371/journal.pcbi.1003000,23555231,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,22 Apr 2013,Franzén O et al.,New Finding
Proteome sampling by the HLA class I antigen processing pathway.,https://doi.org/10.1371/journal.pcbi.1002517,22615552,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 2.0,Very Good,28 Jan 2013,Hoof I et al.,New Finding
Transcriptome profiling of Giardia intestinalis using strand-specific RNA-seq.,https://doi.org/10.1371/journal.pcbi.1003000,23555231,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,22 Apr 2013,Franzén O et al.,Technical Advance
Evolutionary optimization of protein folding.,https://doi.org/10.1371/journal.pcbi.1002861,23341762,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.95, Weighted sum of stars: 1.0,Good,22 Apr 2013,Debès C et al.,Interesting Hypothesis
Global analysis of small molecule binding to related protein targets.,https://doi.org/10.1371/journal.pcbi.1002333,22253582,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 2.0,Very Good,08 Jul 2012,"Kruger FA, Overington JP",New Finding
Measuring the evolutionary rewiring of biological networks.,https://doi.org/10.1371/journal.pcbi.1001050,21253555,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 4.0,Very Good,28 Feb 2011,Shou C et al.,New Finding
Relating neuronal firing patterns to functional differentiation of cerebral cortex.,https://doi.org/10.1371/journal.pcbi.1000433,19593378,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.22, Weighted sum of stars: 2.0,Very Good,09 Dec 2012,Shinomoto S et al.,New Finding
Evolutionary optimization of protein folding.,https://doi.org/10.1371/journal.pcbi.1002861,23341762,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.95, Weighted sum of stars: 1.0,Good,22 Apr 2013,Debès C et al.,New Finding
Split histidine kinases enable ultrasensitivity and bistability in two-component signaling networks.,https://doi.org/10.1371/journal.pcbi.1002949,23505358,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.37, Weighted sum of stars: 2.0,Very Good,16 Apr 2013,Amin M et al.,Interesting Hypothesis
Rapid transition towards the Division of Labor via evolution of developmental plasticity.,https://doi.org/10.1371/journal.pcbi.1000805,20548941,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.23, Weighted sum of stars: 1.0,Good,02 Oct 2012,Gavrilets S,New Finding
Collective dynamics differentiates functional divergence in protein evolution.,https://doi.org/10.1371/journal.pcbi.1002428,22479170,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.72, Weighted sum of stars: 1.0,Good,17 Sep 2012,Glembo TJ et al.,Interesting Hypothesis
Collective dynamics differentiates functional divergence in protein evolution.,https://doi.org/10.1371/journal.pcbi.1002428,22479170,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.72, Weighted sum of stars: 1.0,Good,17 Sep 2012,Glembo TJ et al.,New Finding
Sarcomeric pattern formation by actin cluster coalescence.,https://doi.org/10.1371/journal.pcbi.1002544,22685394,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.58, Weighted sum of stars: 1.0,Good,23 Jul 2012,Friedrich BM et al.,Interesting Hypothesis
Sarcomeric pattern formation by actin cluster coalescence.,https://doi.org/10.1371/journal.pcbi.1002544,22685394,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.58, Weighted sum of stars: 1.0,Good,23 Jul 2012,Friedrich BM et al.,New Finding
Measuring the evolutionary rewiring of biological networks.,https://doi.org/10.1371/journal.pcbi.1001050,21253555,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 4.0,Very Good,28 Feb 2011,Shou C et al.,Technical Advance
Termination of Ca²+ release for clustered IP₃R channels.,https://doi.org/10.1371/journal.pcbi.1002485,22693433,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 2.0,Very Good,27 Jun 2012,Rüdiger S et al.,New Finding
"Slowness and sparseness lead to place, head-direction, and spatial-view cells.",https://doi.org/10.1371/journal.pcbi.0030166,17784780,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.69, Weighted sum of stars: 1.0,Good,03 Apr 2012,Franzius M et al.,New Finding
Ten years of pathway analysis: current approaches and outstanding challenges.,https://doi.org/10.1371/journal.pcbi.1002375,22383865,Score 15.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 27.24, Weighted sum of stars: 3.0,Very Good,05 Mar 2012,Khatri P et al.,Interesting Hypothesis
Receptive field inference with localized priors.,https://doi.org/10.1371/journal.pcbi.1002219,22046110,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 2.0,Very Good,12 Feb 2012,"Park M, Pillow JW",Technical Advance
A systems biology approach identifies molecular networks defining skeletal muscle abnormalities in chronic obstructive pulmonary disease.,https://doi.org/10.1371/journal.pcbi.1002129,21909251,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.61, Weighted sum of stars: 4.0,Exceptional,06 Feb 2012,Turan N et al.,New Finding
Modification of gene duplicability during the evolution of protein interaction network.,https://doi.org/10.1371/journal.pcbi.1002029,21490719,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.73, Weighted sum of stars: 1.0,Good,15 May 2011,"D'Antonio M, Ciccarelli FD",New Finding
A systems biology approach identifies molecular networks defining skeletal muscle abnormalities in chronic obstructive pulmonary disease.,https://doi.org/10.1371/journal.pcbi.1002129,21909251,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.61, Weighted sum of stars: 4.0,Exceptional,06 Feb 2012,Turan N et al.,Technical Advance
Optimal drug synergy in antimicrobial treatments.,https://doi.org/10.1371/journal.pcbi.1000796,20532210,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.55, Weighted sum of stars: 1.0,Good,31 Jan 2012,Torella JP et al.,New Finding
Widespread compensatory evolution conserves DNA-encoded nucleosome organization in yeast.,https://doi.org/10.1371/journal.pcbi.1001039,21203484,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 2.0,Very Good,10 Mar 2011,Kenigsberg E et al.,
Optimal drug synergy in antimicrobial treatments.,https://doi.org/10.1371/journal.pcbi.1000796,20532210,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.55, Weighted sum of stars: 1.0,Good,31 Jan 2012,Torella JP et al.,Technical Advance
Drug off-target effects predicted using structural analysis in the context of a metabolic network model.,https://doi.org/10.1371/journal.pcbi.1000938,20957118,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.96, Weighted sum of stars: 1.0,Good,26 Jan 2012,Chang RL et al.,New Finding
Drug off-target effects predicted using structural analysis in the context of a metabolic network model.,https://doi.org/10.1371/journal.pcbi.1000938,20957118,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.96, Weighted sum of stars: 1.0,Good,26 Jan 2012,Chang RL et al.,Technical Advance
Identifying causal genes and dysregulated pathways in complex diseases.,https://doi.org/10.1371/journal.pcbi.1001095,21390271,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.72, Weighted sum of stars: 1.0,Good,10 Mar 2011,Kim YA et al.,Technical Advance
Systems biology of coagulation initiation: kinetics of thrombin generation in resting and activated human blood.,https://doi.org/10.1371/journal.pcbi.1000950,20941387,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.06, Weighted sum of stars: 1.0,Good,16 Nov 2010,Chatterjee MS et al.,Technical Advance
Effect of 1918 PB1-F2 expression on influenza A virus infection kinetics.,https://doi.org/10.1371/journal.pcbi.1001081,21379324,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.57, Weighted sum of stars: 1.0,Good,05 Mar 2011,Smith AM et al.,
Computer simulation of cellular patterning within the Drosophila pupal eye.,https://doi.org/10.1371/journal.pcbi.1000841,20617161,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 1.0,Good,10 Nov 2010,Larson DE et al.,New Finding
A comprehensive model of the spatio-temporal stem cell and tissue organisation in the intestinal crypt.,https://doi.org/10.1371/journal.pcbi.1001045,21253562,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.79, Weighted sum of stars: 2.0,Very Good,02 Mar 2011,Buske P et al.,Technical Advance
Correlated mutations: a hallmark of phenotypic amino acid substitutions.,https://doi.org/10.1371/journal.pcbi.1000923,20862353,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 1.0,Good,25 Oct 2010,Kowarsch A et al.,Interesting Hypothesis
Environments that induce synthetic microbial ecosystems.,https://doi.org/10.1371/journal.pcbi.1001002,21124952,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.08, Weighted sum of stars: 2.0,Very Good,26 Jan 2011,"Klitgord N, Segrè D",
Dendritic spikes amplify the synaptic signal to enhance detection of motion in a simulation of the direction-selective ganglion cell.,https://doi.org/10.1371/journal.pcbi.1000899,20808894,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.23, Weighted sum of stars: 1.0,Good,13 Oct 2010,Schachter MJ et al.,Technical Advance
How synchronization protects from noise.,https://doi.org/10.1371/journal.pcbi.1000637,20090826,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 1.0,Good,04 May 2010,Tabareau N et al.,Interesting Hypothesis
One rule to grow them all: a general theory of neuronal branching and its practical application.,https://doi.org/10.1371/journal.pcbi.1000877,20700495,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.12, Weighted sum of stars: 1.0,Good,06 Dec 2010,Cuntz H et al.,
How synchronization protects from noise.,https://doi.org/10.1371/journal.pcbi.1000637,20090826,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 1.0,Good,04 May 2010,Tabareau N et al.,New Finding
A Stevedore's protein knot.,https://doi.org/10.1371/journal.pcbi.1000731,20369018,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.86, Weighted sum of stars: 2.0,Very Good,29 Apr 2010,Bölinger D et al.,Interesting Hypothesis
Emergence of spatial structure in cell groups and the evolution of cooperation.,https://doi.org/10.1371/journal.pcbi.1000716,20333237,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.97, Weighted sum of stars: 1.0,Good,03 Oct 2010,Nadell CD et al.,Interesting Hypothesis
Using sequence-specific chemical and structural properties of DNA to predict transcription factor binding sites.,https://doi.org/10.1371/journal.pcbi.1001007,21124945,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.34, Weighted sum of stars: 2.0,Very Good,29 Nov 2010,Bauer AL et al.,Technical Advance
A Stevedore's protein knot.,https://doi.org/10.1371/journal.pcbi.1000731,20369018,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.86, Weighted sum of stars: 2.0,Very Good,29 Apr 2010,Bölinger D et al.,New Finding
Genetic signatures in the envelope glycoproteins of HIV-1 that associate with broadly neutralizing antibodies.,https://doi.org/10.1371/journal.pcbi.1000955,20949103,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.65, Weighted sum of stars: 2.0,Very Good,24 Nov 2010,Gnanakaran S et al.,Technical Advance
Gene expression variability within and between human populations and implications toward disease susceptibility.,https://doi.org/10.1371/journal.pcbi.1000910,20865155,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,22 Sep 2010,Li J et al.,New Finding
Frequency-dependent selection predicts patterns of radiations and biodiversity.,https://doi.org/10.1371/journal.pcbi.1000892,20865126,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.29, Weighted sum of stars: 1.0,Good,16 Sep 2010,Melián CJ et al.,Interesting Hypothesis
Using pre-existing microarray datasets to increase experimental power: application to insulin resistance.,https://doi.org/10.1371/journal.pcbi.1000718,20361040,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.24, Weighted sum of stars: 1.0,Good,13 Apr 2010,Daigle BJ et al.,Technical Advance
Molecular dynamics simulations suggest that electrostatic funnel directs binding of Tamiflu to influenza N1 neuraminidases.,https://doi.org/10.1371/journal.pcbi.1000939,20885781,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.38, Weighted sum of stars: 2.0,Very Good,22 Nov 2010,Le L et al.,
Frequency-dependent selection predicts patterns of radiations and biodiversity.,https://doi.org/10.1371/journal.pcbi.1000892,20865126,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.29, Weighted sum of stars: 1.0,Good,16 Sep 2010,Melián CJ et al.,New Finding
Inferring binding energies from selected binding sites.,https://doi.org/10.1371/journal.pcbi.1000590,19997485,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.05, Weighted sum of stars: 1.0,Good,28 Mar 2010,Zhao Y et al.,Technical Advance
Network-based elucidation of human disease similarities reveals common functional modules enriched for pluripotent drug targets.,https://doi.org/10.1371/journal.pcbi.1000662,20140234,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.41, Weighted sum of stars: 2.0,Very Good,08 Feb 2010,Suthram S et al.,New Finding
Annotation error in public databases: misannotation of molecular function in enzyme superfamilies.,https://doi.org/10.1371/journal.pcbi.1000605,20011109,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.41, Weighted sum of stars: 1.0,Good,08 Feb 2010,Schnoes AM et al.,New Finding
Revisiting date and party hubs: novel approaches to role assignment in protein interaction networks.,https://doi.org/10.1371/journal.pcbi.1000817,20585543,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.02, Weighted sum of stars: 1.0,Good,26 Jul 2010,Agarwal S et al.,New Finding
A differentiation-based phylogeny of cancer subtypes.,https://doi.org/10.1371/journal.pcbi.1000777,20463876,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 1.0,Good,11 May 2010,Riester M et al.,Interesting Hypothesis
A differentiation-based phylogeny of cancer subtypes.,https://doi.org/10.1371/journal.pcbi.1000777,20463876,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 1.0,Good,11 May 2010,Riester M et al.,Technical Advance
"Diffusion, crowding & protein stability in a dynamic molecular model of the bacterial cytoplasm.",https://doi.org/10.1371/journal.pcbi.1000694,20221255,Score 28.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 6.0,Very Good,25 Mar 2010,"McGuffee SR, Elcock AH",Controversial
"Diffusion, crowding & protein stability in a dynamic molecular model of the bacterial cytoplasm.",https://doi.org/10.1371/journal.pcbi.1000694,20221255,Score 28.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 6.0,Very Good,25 Mar 2010,"McGuffee SR, Elcock AH",Interesting Hypothesis
"Diffusion, crowding & protein stability in a dynamic molecular model of the bacterial cytoplasm.",https://doi.org/10.1371/journal.pcbi.1000694,20221255,Score 28.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 6.0,Very Good,25 Mar 2010,"McGuffee SR, Elcock AH",New Finding
"Diffusion, crowding & protein stability in a dynamic molecular model of the bacterial cytoplasm.",https://doi.org/10.1371/journal.pcbi.1000694,20221255,Score 28.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.37, Weighted sum of stars: 6.0,Very Good,25 Mar 2010,"McGuffee SR, Elcock AH",Technical Advance
Annotation error in public databases: misannotation of molecular function in enzyme superfamilies.,https://doi.org/10.1371/journal.pcbi.1000605,20011109,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.41, Weighted sum of stars: 1.0,Good,08 Feb 2010,Schnoes AM et al.,Technical Advance
Discovery and annotation of functional chromatin signatures in the human genome.,https://doi.org/10.1371/journal.pcbi.1000566,19918365,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.07, Weighted sum of stars: 1.0,Good,06 Jan 2010,Hon G et al.,New Finding
Building disease-specific drug-protein connectivity maps from molecular interaction networks and PubMed abstracts.,https://doi.org/10.1371/journal.pcbi.1000450,19649302,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.57, Weighted sum of stars: 1.0,Good,22 Dec 2009,Li J et al.,Interesting Hypothesis
Dissociating variability and effort as determinants of coordination.,https://doi.org/10.1371/journal.pcbi.1000345,19360132,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 1.0,Good,02 Nov 2009,O'Sullivan I et al.,New Finding
Cross-over between discrete and continuous protein structure space: insights into automatic classification and networks of protein structures.,https://doi.org/10.1371/journal.pcbi.1000331,19325884,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 2.0,Very Good,28 Sep 2009,Pascual-García A et al.,New Finding
Building disease-specific drug-protein connectivity maps from molecular interaction networks and PubMed abstracts.,https://doi.org/10.1371/journal.pcbi.1000450,19649302,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.57, Weighted sum of stars: 1.0,Good,22 Dec 2009,Li J et al.,Technical Advance
Stochastic drift in mitochondrial DNA point mutations: a novel perspective ex silico.,https://doi.org/10.1371/journal.pcbi.1000572,19936024,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,06 Dec 2009,Poovathingal SK et al.,Controversial
A model of brain circulation and metabolism: NIRS signal changes during physiological challenges.,https://doi.org/10.1371/journal.pcbi.1000212,18989392,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.2, Weighted sum of stars: 1.0,Good,08 Feb 2009,Banaji M et al.,Technical Advance
Stochastic drift in mitochondrial DNA point mutations: a novel perspective ex silico.,https://doi.org/10.1371/journal.pcbi.1000572,19936024,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,06 Dec 2009,Poovathingal SK et al.,Interesting Hypothesis
"Antigenic diversity, transmission mechanisms, and the evolution of pathogens.",https://doi.org/10.1371/journal.pcbi.1000536,19847288,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.75, Weighted sum of stars: 2.0,Good,09 Nov 2009,"Lange A, Ferguson NM",Interesting Hypothesis
"Antigenic diversity, transmission mechanisms, and the evolution of pathogens.",https://doi.org/10.1371/journal.pcbi.1000536,19847288,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.75, Weighted sum of stars: 2.0,Good,09 Nov 2009,"Lange A, Ferguson NM",New Finding
Cross-over between discrete and continuous protein structure space: insights into automatic classification and networks of protein structures.,https://doi.org/10.1371/journal.pcbi.1000331,19325884,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 2.0,Very Good,28 Sep 2009,Pascual-García A et al.,Technical Advance
Dynamics and potential impact of the immune response to chronic myelogenous leukemia.,https://doi.org/10.1371/journal.pcbi.1000095,18566683,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.96, Weighted sum of stars: 1.0,Good,03 Feb 2009,Kim PS et al.,New Finding
The morphological identity of insect dendrites.,https://doi.org/10.1371/journal.pcbi.1000251,19112481,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.23, Weighted sum of stars: 1.0,Good,12 Jan 2009,Cuntz H et al.,Interesting Hypothesis
The morphological identity of insect dendrites.,https://doi.org/10.1371/journal.pcbi.1000251,19112481,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.23, Weighted sum of stars: 1.0,Good,12 Jan 2009,Cuntz H et al.,New Finding
Structural adaptation and heterogeneity of normal and tumor microvascular networks.,https://doi.org/10.1371/journal.pcbi.1000394,19478883,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.07, Weighted sum of stars: 4.0,Exceptional,09 Sep 2009,Pries AR et al.,Interesting Hypothesis
Evolutionarily conserved substrate substructures for automated annotation of enzyme superfamilies.,https://doi.org/10.1371/journal.pcbi.1000142,18670595,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.44, Weighted sum of stars: 1.0,Good,16 Aug 2009,Chiang RA et al.,New Finding
The morphological identity of insect dendrites.,https://doi.org/10.1371/journal.pcbi.1000251,19112481,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.23, Weighted sum of stars: 1.0,Good,12 Jan 2009,Cuntz H et al.,Technical Advance
Gene-boosted assembly of a novel bacterial genome from very short reads.,https://doi.org/10.1371/journal.pcbi.1000186,18818729,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,03 Dec 2008,Salzberg SL et al.,Technical Advance
Discarding functional residues from the substitution table improves predictions of active sites within three-dimensional structures.,https://doi.org/10.1371/journal.pcbi.1000179,18833291,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.36, Weighted sum of stars: 1.0,Good,01 Dec 2008,"Gong S, Blundell TL",Technical Advance
Structure and dynamics of interphase chromosomes.,https://doi.org/10.1371/journal.pcbi.1000153,18725929,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.22, Weighted sum of stars: 1.0,Good,09 Nov 2008,"Rosa A, Everaers R",Controversial
Evolutionarily conserved substrate substructures for automated annotation of enzyme superfamilies.,https://doi.org/10.1371/journal.pcbi.1000142,18670595,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.44, Weighted sum of stars: 1.0,Good,16 Aug 2009,Chiang RA et al.,Technical Advance
Structure and dynamics of interphase chromosomes.,https://doi.org/10.1371/journal.pcbi.1000153,18725929,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.22, Weighted sum of stars: 1.0,Good,09 Nov 2008,"Rosa A, Everaers R",Interesting Hypothesis
Removal of AU bias from microarray mRNA expression data enhances computational identification of active microRNAs.,https://doi.org/10.1371/journal.pcbi.1000189,18833292,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.11, Weighted sum of stars: 2.0,Very Good,21 Oct 2008,"Elkon R, Agami R",New Finding
FINDSITE: a threading-based approach to ligand homology modeling.,https://doi.org/10.1371/journal.pcbi.1000405,19503616,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.76, Weighted sum of stars: 1.0,Good,26 Jul 2009,"Brylinski M, Skolnick J",Technical Advance
A dynamic network approach for the study of human phenotypes.,https://doi.org/10.1371/journal.pcbi.1000353,19360091,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.86, Weighted sum of stars: 2.0,Very Good,10 Jun 2009,Hidalgo CA et al.,Interesting Hypothesis
A dynamic network approach for the study of human phenotypes.,https://doi.org/10.1371/journal.pcbi.1000353,19360091,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.86, Weighted sum of stars: 2.0,Very Good,10 Jun 2009,Hidalgo CA et al.,New Finding
Assessing the accuracy of ancestral protein reconstruction methods.,https://doi.org/10.1371/journal.pcbi.0020069,16789817,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.79, Weighted sum of stars: 2.0,Very Good,29 Jul 2008,Williams PD et al.,Controversial
A dynamic network approach for the study of human phenotypes.,https://doi.org/10.1371/journal.pcbi.1000353,19360091,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.86, Weighted sum of stars: 2.0,Very Good,10 Jun 2009,Hidalgo CA et al.,Technical Advance
Removal of AU bias from microarray mRNA expression data enhances computational identification of active microRNAs.,https://doi.org/10.1371/journal.pcbi.1000189,18833292,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.11, Weighted sum of stars: 2.0,Very Good,21 Oct 2008,"Elkon R, Agami R",Technical Advance
